,title,publication_date
1117,Bilingualism and Voice Production. Differences Between Bilingual Latin-American Spanish- English Female Speakers and Monolingual Spanish Female Speakers During Spanish Productions.,2021-06-14
1118,"Factors associated with nurses' perceptions, their communication skills and the quality of clinical handover in the Hong Kong context.",2021-06-13
1119,Speaking out: A mathematical model of language preservation.,2021-06-12
1120,Manual and Spoken Cues in French Sign Language's Lexical Access: Evidence From Mouthing in a Sign-Picture Priming Paradigm.,2021-06-12
1121,Phonological complexity in intervention for Spanish-speaking children with speech sound disorder.,2021-06-12
1122,Cultural Sensitivity in Interventions Aiming to Reduce or Prevent Intimate Partner Violence During Pregnancy: A Scoping Review.,2021-06-11
1123,Linguistic Tone and Non-Linguistic Pitch Imitation in Children with Autism Spectrum Disorders: A Cross-Linguistic Investigation.,2021-06-11
1124,Reduced vividness of emotional memories following reactivation in a second language.,2021-06-10
1125,Children With Chinese Dyslexia Acquiring English Literacy: Interaction Between Cognitive Subtypes of Dyslexia and Orthographies.,2021-06-10
1126,Improving Shared Decision Making in Latino Men With Prostate Cancer: A Thematic Analysis.,2021-06-10
1127,Subcortical lesions impact confrontation naming in bilinguals with later age of acquisition: An exploratory study.,2021-06-09
1128,Navigating Deaf and Hearing Cultures: An Exploration of Deaf Acculturative Stress.,2021-06-09
1129,Organisational factors affecting emergency medical services' performance in rural and urban areas of Saudi Arabia.,2021-06-09
1130,Cross-script phonological activation in Chinese-English bilinguals: The effect of SOA from masked priming.,2021-06-08
1131,"School Readiness in Language-Minority Dual Language Learners in Japan: Language, Executive Function, and Theory of Mind.",2021-06-08
1132,The Impact of Bilingualism on Everyday Executive Functions of English-Arabic Autistic Children: Through a Parent-Teacher Lens.,2021-06-08
1133,Telerehabilitation for Word Retrieval Deficits in Bilinguals With Aphasia: Effectiveness and Reliability as Compared to In-person Language Therapy.,2021-06-08
1134,The Post-verbal Effect of Negators in Mongolian Contradictory Negations Provides Support for the Fusion Model.,2021-06-08
1135,Trajectories of verbal fluency and executive functions in multilingual and monolingual children and adults: A cross-sectional study.,2021-06-08
1136,"Order processing of number symbols is influenced by direction, but not format.",2021-06-08
1137,Bilingualism and language in children with autistic spectrum disorder: a systematic review.,2021-06-06
1138,A behavioural model of minority language shift: Theory and empirical evidence.,2021-06-05
1139,"Bilingualism Enhances Reported Perspective Taking in Men, but Not in Women.",2021-06-04
1140,Selective Auditory Attention Associated With Language Skills but Not With Executive Functions in Swedish Preschoolers.,2021-06-04
1141,Transcriptome Analysis Reveals the Role of Cellular Calcium Disorder in Varicella Zoster Virus-Induced Post-Herpetic Neuralgia.,2021-06-04
1142,Automatic Hyoid Bone Tracking in Real-Time Ultrasound Swallowing Videos Using Deep Learning Based and Correlation Filter Based Trackers.,2021-06-03
1143,,2021-06-03
1144,What Can Glioma Patients Teach Us about Language (Re)Organization in the Bilingual Brain: Evidence from fMRI and MEG.,2021-06-03
1145,Organizing Variables Affecting fMRI Estimates of Language Dominance in Patients with Brain Tumors.,2021-06-03
1146,"Perceived community disability stigma in multicultural, low-income populations: Measure development and validation.",2021-06-02
1147,The Influence of Patient-Provider Language Concordance in Cancer Care: Results of the Hispanic Outcomes by Language Approach (HOLA) Randomized Trial.,2021-06-01
1148,Language and Emotion: Introduction to the Special Issue.,2021-06-01
1149,"Measuring Bilingualism: The Quest for a ""Bilingualism Quotient"".",2021-06-01
1150,A Call for a Diversity of Perspectives in Deaf Education Research: A Response to Mayer and Trezek (2020).,2021-06-01
1151,Age-related language performance and device use in children with very early bilateral cochlear implantation.,2021-05-31
1152,"Accuracy of Google Translate in translating the directions and counseling points for top-selling drugs from English to Arabic, Chinese, and Spanish.",2021-05-29
1153,Cross Cultural Workers for women and families from migrant and refugee backgrounds: a mixed-methods study of service providers perceptions.,2021-05-29
1154,Korean Version of the Patient Perception of Study Medication Questionnaire: Translation and Linguistic Validation.,2021-05-28
1155,A Longitudinal Study of Spanish Language Growth and Loss in Young Spanish-English Bilingual Children.,2021-05-28
1156,Profiles of Minority-Majority Language Proficiency in 5-Year-Olds.,2021-05-28
1157,Emotion regulation by attentional deployment moderates bilinguals' language-dependent emotion differences.,2021-05-28
1158,The evolution of parents' beliefs about childhood cancer during diagnostic communication: a qualitative study in Guatemala.,2021-05-28
1159,"Sources of variation at the onset of bilingualism: The differential effect of input factors, AOA, and cognitive skills on HL Arabic and L2 English syntax.",2021-05-27
1160,Reliability of judgments of stuttering-related variables: The effect of language familiarity.,2021-05-26
1161,Phonological vs. natural gender cues in the acquisition of German by simultaneous and sequential bilinguals (German-Russian).,2021-05-26
1162,Cross-cultural translation and adaptation of the Danish version of the Fugl-Meyer assessment for post stroke sensorimotor function.,2021-05-25
1163,Cross-Cultural Adaptation and Validation of the Hong Kong-Chinese Version of Vocal Fatigue Index (VFI(HK)).,2021-05-25
1164,Communication methods between outpatients with limited-English proficiency and ancillary staff: LASI study results.,2021-05-24
1165,Validity and Reliability of the Turkish Translation of the Yale Pharyngeal Residue Severity Rating Scale.,2021-05-23
1166,"Association of language proficiency, sociodemographics, and neurocognitive functioning in dual-language Latino survivors of childhood acute lymphoblastic leukemia and lymphoma.",2021-05-22
1167,Cross Cultural Adaptation and Validation of Italian Version of the Leeds Assessment of Neuropathic Symptoms and Signs Scale and Pain DETECT Questionnaire for the Distinction between Nociceptive and Neuropathic Pain.,2021-05-21
1168,Monolingual and bilingual language networks in healthy subjects using functional MRI and graph theory.,2021-05-21
1169,Order among chaos: Cross-linguistic differences and developmental trajectories in pseudoword reading aloud using pronunciation Entropy.,2021-05-20
1170,Pitch Variation in Children With Childhood Apraxia of Speech: Preliminary Findings.,2021-05-20
1171,Developing Messaging Content for a Physical Activity Smartphone App Tailored to Low-Income Patients: User-Centered Design and Crowdsourcing Approach.,2021-05-20
1172,The cognitive benefits of bilingualism in autism spectrum disorder: Is theory of mind boosted and by which underlying factors?,2021-05-20
1173,Validation of the Spanish Version of the VERITAS-PRN Scale to Assess Adherence to on Demand Regimens in Patients with Hemophilia.,2021-05-20
1174,Predicting language treatment response in bilingual aphasia using neural network-based patient models.,2021-05-20
1175,Code-switching in parents' everyday speech to bilingual infants.,2021-05-20
1176,Inhibitory control training reveals a common neurofunctional basis for generic executive functions and language switching in bilinguals.,2021-05-19
1177,Second-language word recognition in noise: Interdependent neuromodulatory effects of semantic context and crosslinguistic interactions driven by word form similarity.,2021-05-18
1178,English Narrative Macrostructure Development of Spanish-English Bilingual Children From Preschool to First Grade.,2021-05-18
1179,Cross-linguistic metaphor priming in ASL-English bilinguals: Effects of the Double Mapping Constraint.,2021-05-18
1180,"Psychometric Properties of the Chinese Version of the Sarcopenia and Quality of Life, a Quality of Life Questionnaire Specific for Sarcopenia.",2021-05-16
1181,Language familiarity influences own-race face recognition in 9- and 12-month-old infants.,2021-05-15
1182,Foreign Language Learning as Cognitive Training to Prevent Old Age Disorders? Protocol of a Randomized Controlled Trial of Language Training vs. Musical Training and Social Interaction in Elderly With Subjective Cognitive Decline.,2021-05-15
1183,Phonological Vulnerability for School-Aged Spanish-English-Speaking Bilingual Children.,2021-05-15
1184,Association between body composition at term equivalent age and Bayley scores at 2 years in preterm infants.,2021-05-15
1185,Organizational supports for knowledge translation in paediatric health centres and research institutes: insights from a Canadian environmental scan.,2021-05-15
1186,Screening for Cognitive Dysfunction Using the Rowland Universal Dementia Assessment Scale in Adults With Sickle Cell Disease.,2021-05-14
1187,Features of low functional load in mono- and bilinguals' lexical access: evidence from Swedish tonal accent.,2021-05-13
1188,Integrative Nutritional Counseling Combining Chinese Medicine and Biomedicine for Chinese Americans with Type 2 Diabetes: A Mixed-Methods Feasibility Study.,2021-05-13
1189,Quality of Life-CI: Development of an Early Childhood Parent-Proxy and Adolescent Version.,2021-05-12
